numbers,valid,location
(281) 802-6303,True,Texas
(440) 740-3937,True,Ohio
(750) 518-9566,False,n/a
(575) 623-1484,True,"Roswell, NM"
(411) 423-3795,False,n/a
(889) 541-0607,False,n/a
(306) 741-9809,True,Saskatchewan
(377) 538-5313,False,n/a
(887) 501-7686,False,n/a
(350) 598-9856,False,n/a
(925) 341-6738,True,California
(913) 786-6829,True,Kansas
(564) 206-7168,True,Washington State
(492) 525-6623,False,n/a
(240) 300-4283,True,Maryland
(486) 526-0215,False,n/a
(447) 504-9831,False,n/a
(694) 296-3126,False,n/a
(389) 388-7127,False,n/a
(203) 526-2210,True,Connecticut
(799) 966-2703,False,n/a
(209) 644-4625,True,California
(543) 925-4005,False,n/a
(504) 648-6954,True,Louisiana
(538) 291-4193,False,n/a
(515) 268-1740,True,Iowa
(891) 283-6823,False,n/a
(795) 801-4948,False,n/a
(623) 328-9819,True,Arizona
(855) 307-0468,True,n/a
(255) 492-3639,False,n/a
(265) 561-8371,False,n/a
(526) 683-4627,False,n/a
(960) 427-0742,False,n/a
(248) 945-9201,True,Michigan
(206) 557-1525,True,Washington State
(888) 332-3160,True,n/a
(615) 555-4625,True,Tennessee
(688) 947-4161,False,n/a
(530) 729-8772,True,California
(225) 915-2565,True,Louisiana
(341) 643-8189,True,California
(631) 994-6244,True,New York
(288) 368-4350,False,n/a
(663) 939-0782,False,n/a
(503) 596-9828,True,Oregon
(405) 637-0283,True,Oklahoma
(722) 206-4068,False,n/a
(309) 858-8343,True,Illinois
(836) 309-8428,False,n/a
(970) 496-6217,True,"Fort Collins, CO"
(492) 710-0363,False,n/a
(896) 395-8399,False,n/a
(675) 382-0351,False,n/a
(221) 419-2223,False,n/a
(305) 991-6834,True,Florida
(483) 963-8740,False,n/a
(995) 810-8783,False,n/a
(324) 950-6173,False,n/a
(416) 373-2181,True,Ontario
(911) 855-7773,False,n/a
(301) 888-7841,True,Maryland
(912) 573-4918,True,Georgia
(736) 661-1626,False,n/a
(248) 520-5432,True,Michigan
(912) 280-6885,True,"Brunswick, GA"
(989) 903-5218,True,Michigan
(969) 443-9834,False,n/a
(795) 943-0270,False,n/a
(318) 445-8445,True,"Alexandria, LA"
(515) 324-8441,True,Iowa
(329) 615-4545,False,n/a
(970) 650-7366,True,Colorado
(515) 559-3306,True,Iowa
(317) 735-2919,True,Indiana
(954) 732-9568,True,Florida
(606) 955-7939,True,Kentucky
(479) 686-8356,True,Arkansas
(279) 438-3387,True,California
(645) 922-1919,False,n/a
(228) 271-6643,True,Mississippi
(371) 335-1183,False,n/a
(290) 449-6251,False,n/a
(616) 476-5956,True,Michigan
(996) 496-5524,False,n/a
(709) 638-2732,True,Newfoundland and Labrador
(874) 552-0830,False,n/a
(404) 477-9511,True,"Atlanta, GA"
(259) 981-9300,False,n/a
(724) 306-3664,True,Pennsylvania
(661) 399-1821,True,"Bakersfield, CA"
(837) 502-4263,False,n/a
(548) 501-6804,True,Ontario
(924) 867-0692,False,n/a
(727) 385-5380,True,Florida
(331) 642-0701,True,Illinois
(224) 475-4359,True,Illinois
(804) 434-5200,True,Virginia
(662) 228-0266,True,Mississippi
(397) 877-0219,False,n/a
(486) 896-1091,False,n/a
(532) 819-1152,False,n/a
(876) 228-9261,False,n/a
(788) 798-8272,False,n/a
(772) 977-7136,True,Florida
(860) 595-9978,True,Connecticut
(538) 247-8847,False,n/a
(934) 389-9917,True,"New York, NY"
(747) 256-1965,True,California
(937) 438-9145,True,"Dayton, OH"
(902) 947-0674,True,Nova Scotia/Prince Edward Island
(886) 881-2592,False,n/a
(693) 756-6064,False,n/a
(492) 541-2033,False,n/a
(265) 423-9322,False,n/a
(221) 261-3975,False,n/a
(230) 627-7649,False,n/a
(286) 746-6943,False,n/a
(516) 641-3795,True,New York
(787) 505-1390,True,Puerto Rico
(999) 249-2768,False,n/a
(943) 502-8554,False,n/a
(945) 220-9483,False,n/a
(616) 832-0943,True,Michigan
(284) 398-1216,False,n/a
(370) 576-0353,False,n/a
(726) 711-6431,True,"San Antonio, TX"
(353) 237-6681,False,n/a
(733) 813-7502,False,n/a
(441) 591-3274,True,Bermuda
(876) 206-5773,False,n/a
(344) 360-0839,False,n/a
(943) 888-6408,False,n/a
(225) 362-3765,True,Louisiana
(226) 608-5240,True,Ontario
(267) 856-3137,True,Pennsylvania
(901) 739-8192,True,Tennessee
(435) 681-5109,True,Utah
(488) 645-7141,False,n/a
(497) 465-1576,False,n/a
(976) 341-6568,False,n/a
(234) 490-9147,True,Ohio
(800) 284-9025,True,n/a
(706) 778-0046,True,"Cornelia, GA"
(846) 922-2293,False,n/a
(574) 666-5198,True,Indiana
(785) 304-6148,True,Kansas
(673) 516-8970,False,n/a
(723) 413-7375,False,n/a
(307) 276-1010,True,"Big Piney, WY"
(311) 840-7242,False,n/a
(566) 587-9474,True,n/a
(373) 274-4673,False,n/a
(600) 817-0186,True,Canada
(925) 401-2717,True,California
(346) 255-6307,True,Texas
(290) 588-3444,False,n/a
(808) 874-8633,True,"Kihei, HI"
(201) 267-7241,True,New Jersey
(923) 389-3033,False,n/a
(500) 386-0005,True,n/a
(676) 854-7794,False,n/a
(887) 839-4834,False,n/a
(962) 458-5325,False,n/a
(763) 508-6912,True,Minnesota
(896) 637-4948,False,n/a
(603) 433-5299,True,"Portsmouth, NH"
(482) 709-4773,False,n/a
(268) 589-3805,False,n/a
(206) 611-0220,True,Washington State
(953) 626-4438,False,n/a
(256) 516-0721,True,Alabama
(828) 692-4678,True,"Hendersonville, NC"
(888) 759-9340,True,n/a
(207) 649-0925,True,Maine
(317) 386-6934,True,Indiana
(273) 322-1627,False,n/a
(238) 611-4352,False,n/a
(726) 871-0731,True,"San Antonio, TX"
(871) 650-2449,False,n/a
(557) 738-9182,False,n/a
(414) 904-4028,True,Wisconsin
(469) 678-0553,True,Texas
(762) 420-2720,True,Georgia
(340) 652-3178,False,n/a
(474) 263-5790,False,n/a
(458) 339-4788,True,Oregon
(246) 755-5664,False,n/a
(809) 564-4488,True,Dominican Republic
(924) 563-6743,False,n/a
(418) 716-5202,True,Quebec
(657) 962-9451,True,California
(898) 870-1942,False,n/a
(977) 492-7479,False,n/a
(826) 903-1330,False,n/a
(210) 334-5513,True,"San Antonio, TX"
(389) 699-1370,False,n/a
(476) 939-1475,False,n/a
(507) 336-5679,True,Minnesota
(777) 525-1468,False,n/a
(243) 918-0868,False,n/a
(356) 968-8060,False,n/a
(342) 868-1422,False,n/a
(231) 404-7244,True,Michigan
(983) 477-5416,False,n/a
(990) 891-8253,False,n/a
(599) 603-1227,False,n/a
(643) 830-4101,False,n/a
(589) 620-8650,False,n/a
(997) 526-7814,False,n/a
(360) 394-8685,True,"Poulsbo, WA"
(334) 757-9061,True,Alabama
(358) 292-9414,False,n/a
(398) 335-7333,False,n/a
(578) 683-5692,False,n/a
(204) 364-9402,True,Manitoba
(633) 405-6791,False,n/a
(276) 217-7389,True,Virginia
(357) 853-9372,False,n/a
(820) 413-0609,True,California
(683) 203-2335,False,n/a
(906) 973-6894,True,Michigan
(374) 873-3505,False,n/a
(759) 355-9611,False,n/a
(322) 921-8273,False,n/a
(418) 336-0423,True,Quebec
(303) 787-0640,True,Colorado
(790) 840-4432,False,n/a
(432) 765-5437,True,Texas
(585) 471-4008,True,New York
(916) 407-2278,True,California
(448) 916-1972,False,n/a
(492) 463-6904,False,n/a
(973) 994-2273,True,"Livingston, NJ"
(404) 439-8787,True,Georgia
(298) 393-5882,False,n/a
(500) 560-4922,True,n/a
(278) 966-6105,False,n/a
(489) 677-9656,False,n/a
(828) 577-8326,True,North Carolina
(787) 390-3440,True,Puerto Rico
(551) 518-1828,True,New Jersey
(849) 758-1074,True,Dominican Republic
(836) 382-4572,False,n/a
(916) 323-1260,True,California
(716) 838-7134,True,"Buffalo, NY"
(430) 708-9445,True,Texas
(954) 872-0880,True,Florida
(605) 457-2405,True,South Dakota
(243) 414-9320,False,n/a
(603) 508-5875,True,New Hampshire
(706) 554-9448,True,"Waynesboro, GA"
(948) 380-2855,False,n/a
(563) 865-2956,True,Iowa
(870) 363-1210,True,Arkansas
(908) 659-0968,True,New Jersey
(517) 714-7485,True,Michigan
(322) 572-4946,False,n/a
(856) 390-4420,True,New Jersey
(957) 786-8271,False,n/a
(590) 409-1348,False,n/a
(964) 730-3963,False,n/a
(613) 466-6934,True,Ontario
(406) 676-1155,True,"Ronan, MT"
(339) 813-4899,True,Massachusetts
(200) 900-7694,False,n/a
(458) 750-5096,True,Oregon
(746) 584-1307,False,n/a
(321) 864-9003,True,Florida
(335) 727-2531,False,n/a
(588) 433-0235,True,n/a
(288) 863-7276,False,n/a
(962) 541-1375,False,n/a
(679) 527-7045,False,n/a
(843) 541-0368,True,South Carolina
(392) 700-1701,False,n/a
(316) 603-5671,True,Kansas
(393) 324-4435,False,n/a
(387) 757-3670,False,n/a
(795) 206-1635,False,n/a
(844) 723-6589,True,n/a
(773) 284-7940,True,"Chicago, IL"
(878) 357-1139,True,Pennsylvania
(385) 975-8135,True,Utah
(986) 902-3947,True,Idaho
(319) 233-3631,True,"Waterloo, IA"
(470) 722-6127,True,Georgia
(334) 481-6818,True,Alabama
(425) 854-9937,True,Washington State
(315) 207-2100,True,New York
(789) 253-6121,False,n/a
(736) 606-8616,False,n/a
(866) 470-6312,True,n/a
(674) 675-5728,False,n/a
(695) 492-7630,False,n/a
(717) 340-4666,True,Pennsylvania
(975) 291-8316,False,n/a
(377) 767-6984,False,n/a
(363) 865-3521,False,n/a
(683) 636-8269,False,n/a
(633) 278-8294,False,n/a
(371) 518-5412,False,n/a
(852) 709-7846,False,n/a
(393) 202-6090,False,n/a
(654) 790-3604,False,n/a
(315) 447-0389,True,New York
(405) 718-6315,True,Oklahoma
(429) 230-0303,False,n/a
(774) 285-9784,True,Massachusetts
(345) 659-5419,False,n/a
(226) 794-7922,True,Ontario
(498) 871-5194,False,n/a
(617) 836-0844,True,Massachusetts
(334) 802-8271,True,Alabama
(694) 507-0723,False,n/a
(637) 373-9026,False,n/a
(876) 911-8588,False,n/a
(639) 328-8684,True,Saskatchewan
(579) 478-2836,True,Quebec
(770) 736-3104,True,"Snellville, GA"
(322) 601-1639,False,n/a
(410) 210-6162,True,Maryland
(792) 516-7518,False,n/a
(667) 619-1164,True,Maryland
(926) 863-7112,False,n/a
(826) 743-3822,False,n/a
(629) 727-0670,True,Tennessee
(459) 263-6944,False,n/a
(309) 277-3936,True,"Moline, IL"
(471) 360-1993,False,n/a
(778) 301-1034,True,British Columbia
(959) 808-9201,True,Connecticut
(490) 756-1838,False,n/a
(222) 540-9229,False,n/a
(451) 715-7574,False,n/a
(737) 885-5218,True,Texas
(212) 470-8718,True,"New York, NY"
(705) 682-3810,True,Ontario
(272) 584-8872,True,Pennsylvania
(956) 485-4291,True,Texas
(708) 424-7737,True,Illinois
(797) 372-3740,False,n/a
(743) 261-7159,True,North Carolina
(213) 813-1980,True,"Los Angeles, CA"
(665) 537-4311,False,n/a
(962) 893-5274,False,n/a
(562) 315-0191,True,California
(383) 530-7969,False,n/a
(667) 639-4182,True,Maryland
(283) 952-4261,True,Ohio
(761) 222-3738,False,n/a
(574) 810-1093,True,Indiana
(760) 689-1743,True,California
(819) 215-9722,True,Quebec
(776) 827-3138,False,n/a
(290) 533-4128,False,n/a
(439) 410-0299,False,n/a
(772) 630-4248,True,Florida
(368) 797-9196,False,n/a
(853) 652-7016,False,n/a
(594) 723-3230,False,n/a
(951) 663-2029,True,California
(394) 587-1374,False,n/a
(366) 374-6215,False,n/a
(501) 537-3074,True,"Little Rock, AR"
(934) 538-7990,True,"New York, NY"
(643) 588-6096,False,n/a
(897) 591-3493,False,n/a
(728) 493-3348,False,n/a
(984) 652-4228,True,North Carolina
(922) 869-8934,False,n/a
(378) 578-3413,False,n/a
(881) 657-6004,False,n/a
(923) 708-7609,False,n/a
(908) 979-0153,True,"Hackettstown, NJ"
(599) 953-1497,False,n/a
(924) 229-5798,False,n/a
(874) 716-7234,False,n/a
(564) 609-0809,True,Washington State
(477) 813-8256,False,n/a
(886) 551-7363,False,n/a
(400) 875-1899,False,n/a
(283) 959-7202,True,Ohio
(257) 603-8609,False,n/a
(274) 672-1632,False,n/a
(430) 848-6326,True,Texas
(428) 397-2174,False,n/a
(544) 551-6460,True,n/a
(257) 237-5510,False,n/a
(651) 726-6539,True,Minnesota
(661) 624-7612,True,California
(520) 906-2675,True,Arizona
(610) 988-3751,True,"Reading, PA"
(888) 410-0305,True,n/a
(811) 437-9556,False,n/a
(255) 497-9745,False,n/a
(837) 786-6942,False,n/a
(666) 986-9735,False,n/a
(548) 881-8687,True,Ontario
(632) 973-3792,False,n/a
(287) 892-4944,False,n/a
(961) 824-8282,False,n/a
(571) 946-8603,True,Virginia
(704) 335-8192,True,"Charlotte, NC"
(226) 286-6493,True,Ontario
(910) 413-2154,True,North Carolina
(847) 649-4860,True,Illinois
(488) 413-6181,False,n/a
(768) 616-8922,False,n/a
(984) 391-4159,True,North Carolina
(831) 910-9780,True,California
(379) 561-3097,False,n/a
(786) 221-1433,True,Florida
(565) 655-5606,False,n/a
(489) 602-3096,False,n/a
(566) 740-6946,True,n/a
(309) 763-1225,True,Illinois
(645) 966-1102,False,n/a
(749) 904-0678,False,n/a
(540) 613-9026,True,Virginia
(724) 631-6780,True,Pennsylvania
(249) 236-0310,True,Ontario
(634) 791-4020,False,n/a
(742) 699-3474,False,n/a
(699) 690-7510,False,n/a
(224) 737-5506,True,Illinois
(685) 909-7120,False,n/a
(347) 549-1777,True,New York
(492) 246-5469,False,n/a
(899) 538-8193,False,n/a
(813) 538-3562,True,Florida
(559) 271-5290,True,"Fresno, CA"
(889) 985-9750,False,n/a
(345) 801-2669,False,n/a
(300) 680-2482,False,n/a
(279) 375-5782,True,California
(815) 696-2554,True,Illinois
(883) 236-1088,False,n/a
(212) 416-7692,True,"New York, NY"
(687) 942-4904,False,n/a
(984) 894-9384,True,North Carolina
(411) 401-1970,False,n/a
(737) 371-8493,True,Texas
(964) 321-3845,False,n/a
(342) 860-0760,False,n/a
(358) 672-0641,False,n/a
(703) 615-8422,True,Virginia
(906) 577-8079,True,Michigan
(900) 813-4115,True,n/a
(242) 511-6811,False,n/a
(267) 819-0375,True,Pennsylvania
(472) 856-3957,False,n/a
(940) 926-4195,True,Texas
(211) 794-0137,False,n/a
(212) 330-3680,True,"New York, NY"
(866) 256-5559,True,n/a
(471) 907-6198,False,n/a
(466) 438-1837,False,n/a
(490) 200-7218,False,n/a
(862) 497-9883,True,New Jersey
(679) 769-9049,False,n/a
(671) 294-7177,False,n/a
(766) 451-9328,False,n/a
(671) 244-0746,False,n/a
(843) 585-0521,True,South Carolina
(923) 685-4256,False,n/a
(589) 578-5374,False,n/a
(479) 777-3560,True,Arkansas
(566) 795-9865,True,n/a
(294) 617-6823,False,n/a
(453) 264-0260,False,n/a
(976) 438-5511,False,n/a
(890) 994-7406,False,n/a
(399) 969-8631,False,n/a
(315) 693-2855,True,New York
(525) 292-0841,False,n/a
(527) 954-3562,False,n/a
(872) 482-4884,True,"Chicago, IL"
(611) 814-5823,False,n/a
(243) 694-0113,False,n/a
(728) 907-0003,False,n/a
(261) 771-0815,False,n/a
(593) 612-8770,False,n/a
(581) 232-1280,True,Quebec
(666) 333-9108,False,n/a
(817) 701-6004,True,Texas
(213) 746-3124,True,"Los Angeles, CA"
(412) 851-2919,True,Pennsylvania
(326) 432-9419,False,n/a
(251) 926-7643,True,Alabama
(473) 803-1288,False,n/a
(673) 695-8154,False,n/a
(277) 918-0789,False,n/a
(687) 686-9894,False,n/a
(424) 401-3901,True,California
(742) 700-9778,False,n/a
(541) 250-6662,True,Oregon
(516) 329-8124,True,New York
(309) 527-8654,True,"El Paso, IL"
(771) 745-7401,False,n/a
(267) 511-4462,True,Pennsylvania
(243) 279-4704,False,n/a
(548) 877-8934,True,Ontario
(290) 381-9168,False,n/a
(594) 628-5146,False,n/a
(898) 586-3742,False,n/a
(852) 227-9193,False,n/a
(487) 914-5826,False,n/a
(927) 554-2528,False,n/a
(628) 855-0360,True,California
(280) 394-3280,False,n/a
(602) 278-7005,True,"Phoenix, AZ"
(550) 571-2215,False,n/a
(387) 876-9153,False,n/a
(915) 726-1460,True,Texas
(831) 918-2514,True,California
(856) 251-0374,True,New Jersey
(983) 977-5101,False,n/a
(440) 722-0435,True,Ohio
(581) 785-3504,True,Quebec
(872) 937-4411,True,"Chicago, IL"
(945) 607-3464,False,n/a
(265) 323-0860,False,n/a
(897) 677-1299,False,n/a
(429) 773-4337,False,n/a
(912) 522-9705,True,Georgia
(292) 873-1783,False,n/a
(708) 656-0018,True,"Cicero, IL"
(742) 877-2524,False,n/a
(779) 303-6877,True,Illinois
(585) 529-7909,True,New York
(734) 336-2099,True,Michigan
(568) 296-5324,False,n/a
(724) 289-3969,True,Pennsylvania
(621) 225-2517,False,n/a
(256) 701-6873,True,Alabama
(911) 232-7812,False,n/a
(621) 860-7408,False,n/a
(584) 348-9472,False,n/a
(502) 429-5384,True,"Louisville, KY"
(478) 939-7857,True,Georgia
(452) 758-1087,False,n/a
(688) 838-7707,False,n/a
(828) 625-4700,True,"Lake Lure, NC"
(244) 812-2970,False,n/a
(622) 874-9640,True,Canada
(838) 885-0935,True,New York
(899) 974-5871,False,n/a
(313) 213-1337,True,Michigan
(962) 325-1260,False,n/a
(398) 670-5417,False,n/a
(520) 634-6244,True,Arizona
(558) 204-4713,False,n/a
(531) 303-6687,True,Nebraska
(318) 885-4853,True,Louisiana
(964) 980-1367,False,n/a
(309) 339-2589,True,Illinois
(945) 642-7725,False,n/a
(601) 492-1173,True,Mississippi
(836) 246-5242,False,n/a
(331) 550-2397,True,Illinois
(729) 400-5728,False,n/a
(569) 539-2295,False,n/a
(462) 538-3793,False,n/a
(268) 496-3743,False,n/a
(871) 607-6466,False,n/a
(444) 712-3071,False,n/a
(237) 531-4173,False,n/a
(340) 234-2451,False,n/a
(460) 673-4306,False,n/a
(655) 921-5795,False,n/a
(420) 921-1233,False,n/a
(700) 315-1699,False,n/a
(236) 933-6812,True,British Columbia
(965) 982-6639,False,n/a
(390) 868-5943,False,n/a
(246) 261-0828,True,Barbados
(701) 286-2781,True,North Dakota
(305) 715-6841,True,Florida
(941) 331-3667,True,Florida
(616) 704-6807,True,Michigan
(949) 944-1609,True,California
(334) 965-8923,True,Alabama
(756) 609-2885,False,n/a
(641) 371-1335,True,Iowa
(447) 313-9969,False,n/a
(535) 683-7722,False,n/a
(703) 739-3439,True,"Alexandria, VA"
(919) 753-1178,True,North Carolina
(361) 905-7091,True,Texas
(256) 721-9977,True,"Huntsville, AL"
(411) 298-2719,False,n/a
(342) 349-6265,False,n/a
(970) 491-5498,True,"Fort Collins, CO"
(956) 439-6535,True,Texas
(379) 413-1666,False,n/a
(608) 569-3375,True,Wisconsin
(796) 563-3084,False,n/a
(357) 592-2573,False,n/a
(319) 210-0740,True,Iowa
(660) 634-7127,True,Missouri
(637) 634-9568,False,n/a
(790) 341-6151,False,n/a
(418) 203-8615,True,Quebec
(978) 264-6314,True,"Acton, MA"
(948) 581-6600,False,n/a
(458) 843-8811,True,Oregon
(549) 793-8420,False,n/a
(358) 333-5069,False,n/a
(510) 992-0532,True,California
(767) 684-4686,False,n/a
(932) 877-0578,False,n/a
(486) 871-6675,False,n/a
(467) 941-1687,False,n/a
(960) 366-8088,False,n/a
(784) 780-9987,False,n/a
(359) 902-1892,False,n/a
(435) 780-2747,True,Utah
(537) 271-1989,False,n/a
(416) 891-2727,True,Ontario
(496) 394-8266,False,n/a
(483) 213-4787,False,n/a
(355) 975-7089,False,n/a
(514) 241-0012,True,Quebec
(789) 965-4095,False,n/a
(849) 288-8433,True,Dominican Republic
(371) 354-0491,False,n/a
(559) 994-8654,True,California
(749) 411-9298,False,n/a
(247) 890-1673,False,n/a
(966) 294-3202,False,n/a
(356) 732-2676,False,n/a
(226) 860-8438,True,Ontario
(513) 666-3557,True,Ohio
(391) 459-2763,False,n/a
(394) 732-8794,False,n/a
(301) 432-5562,True,Maryland
(212) 867-8542,True,"New York, NY"
(682) 868-3331,True,Texas
(615) 724-1884,True,Tennessee
(292) 302-2873,False,n/a
(910) 262-7007,True,"Wilmington, NC"
(795) 867-8895,False,n/a
(458) 601-9179,True,Oregon
(253) 212-5605,True,Washington State
(863) 938-7603,True,Florida
(960) 386-2057,False,n/a
(687) 356-9056,False,n/a
(855) 736-8691,True,n/a
(573) 732-6844,True,"Bourbon, MO"
(453) 895-1366,False,n/a
(900) 442-5338,True,n/a
(474) 205-7239,False,n/a
(782) 821-1056,True,Nova Scotia/Prince Edward Island
(806) 443-8694,True,Texas
(510) 549-8313,True,"Berkeley, CA"
(783) 866-0700,False,n/a
(892) 873-6578,False,n/a
(476) 813-9941,False,n/a
(233) 472-6027,False,n/a
(335) 512-0289,False,n/a
(680) 554-9210,True,New York
(465) 854-9824,False,n/a
(543) 204-5724,False,n/a
(916) 711-6374,True,California
(749) 500-7301,False,n/a
(843) 851-6945,True,"Summerville, SC"
(720) 389-2786,True,Colorado
(355) 393-3051,False,n/a
(614) 541-9731,True,Ohio
(497) 480-3958,False,n/a
(829) 400-1394,True,Dominican Republic
(933) 866-3508,False,n/a
(908) 622-5891,True,New Jersey
(424) 794-7295,True,California
(373) 247-0033,False,n/a
(930) 476-8988,True,Indiana
(517) 355-2881,True,"East Lansing, MI"
(354) 962-1498,False,n/a
(362) 987-9308,False,n/a
(663) 435-9296,False,n/a
(321) 938-5891,True,Florida
(625) 423-7051,False,n/a
(217) 250-6701,True,Illinois
(296) 627-9298,False,n/a
(828) 875-5823,True,North Carolina
(326) 575-1943,False,n/a
(246) 217-7584,False,n/a
(881) 990-0783,False,n/a
(565) 763-6696,False,n/a
(348) 265-1780,False,n/a
(626) 788-4627,True,California
(560) 837-7768,False,n/a
(350) 332-4370,False,n/a
(767) 416-9293,False,n/a
(337) 986-0984,True,Louisiana
(391) 301-3684,False,n/a
(758) 859-2621,False,n/a
(320) 590-5242,True,Minnesota
(887) 340-6212,False,n/a
(794) 312-2280,False,n/a
(614) 547-3432,True,Ohio
(254) 506-7727,True,Texas
(499) 637-8962,False,n/a
(390) 789-5735,False,n/a
(816) 448-6208,True,Missouri
(425) 746-4667,True,"Bellevue, WA"
(899) 679-1348,False,n/a
(436) 987-2247,False,n/a
(248) 541-0917,True,Michigan
(666) 593-8572,False,n/a
(860) 939-3952,True,Connecticut
(739) 867-7792,False,n/a
(794) 316-8171,False,n/a
(444) 383-9647,False,n/a
(954) 521-1743,True,Florida
(345) 309-1495,False,n/a
(772) 375-5962,True,Florida
(472) 880-9825,False,n/a
(470) 922-8020,True,Georgia
(756) 394-8951,False,n/a
(359) 421-6855,False,n/a
(372) 225-5693,False,n/a
(982) 610-7363,False,n/a
(929) 288-3784,True,New York
(509) 988-2722,True,Washington State
(718) 286-0092,True,New York
(665) 594-4552,False,n/a
(239) 671-7968,True,Florida
(770) 291-0914,True,Georgia
(477) 508-6036,False,n/a
(795) 422-5514,False,n/a
(304) 491-0119,True,West Virginia
(768) 700-1479,False,n/a
(234) 836-3974,True,Ohio
(927) 266-3239,False,n/a
(379) 595-5158,False,n/a
(691) 309-9240,False,n/a
(585) 994-7075,True,New York
(564) 548-0654,True,Washington State
(349) 573-7802,False,n/a
(682) 557-5674,True,Texas
(354) 295-0184,False,n/a
(253) 957-7197,True,Washington State
(927) 466-3568,False,n/a
(466) 407-6736,False,n/a
(565) 572-6701,False,n/a
(610) 739-7908,True,Pennsylvania
(628) 428-9082,True,California
(406) 514-3749,True,Montana
(910) 389-2737,True,North Carolina
(402) 230-1922,True,Nebraska
(266) 823-2773,False,n/a
(335) 964-4020,False,n/a
(643) 532-6911,False,n/a
(890) 978-2054,False,n/a
(894) 593-0213,False,n/a
(566) 448-8325,True,n/a
(509) 899-0626,True,Washington State
(888) 347-0969,True,n/a
(815) 895-4811,True,"Sycamore, IL"
(282) 368-5983,False,n/a
(229) 502-2237,True,Georgia
(608) 855-0298,True,Wisconsin
(797) 794-8043,False,n/a
(417) 807-4127,True,Missouri
(598) 300-5705,False,n/a
(586) 569-3055,True,Michigan
(950) 963-9709,False,n/a
(795) 336-0227,False,n/a
(780) 835-5447,True,"Fairview, AB"
(906) 627-2030,True,Michigan
(705) 384-7367,True,"Sundridge, ON"
(203) 565-9844,True,Connecticut
(847) 357-0367,True,Illinois
(378) 597-5566,False,n/a
(421) 628-1847,False,n/a
(474) 570-6636,False,n/a
(822) 674-5911,False,n/a
(880) 815-3666,False,n/a
(238) 920-3161,False,n/a
(536) 833-3306,False,n/a
(971) 432-7149,True,Oregon
(539) 566-0196,True,Oklahoma
(730) 465-2491,False,n/a
(480) 599-6503,True,Arizona
(369) 389-8389,False,n/a
(723) 643-4012,False,n/a
(445) 588-3442,True,Philadelphia
(807) 591-6855,True,Ontario
(753) 871-3078,False,n/a
(461) 495-6484,False,n/a
(504) 305-5665,True,"Kenner, LA"
(798) 345-4681,False,n/a
(579) 212-1053,True,Quebec
(673) 375-3091,False,n/a
(274) 862-3776,False,n/a
(524) 920-1846,False,n/a
(243) 399-2197,False,n/a
(220) 778-0804,True,Ohio
(370) 345-1553,False,n/a
(921) 390-2982,False,n/a
(358) 627-1847,False,n/a
(477) 393-2819,False,n/a
(367) 604-4052,False,n/a
(764) 821-3403,False,n/a
(626) 206-3415,True,California
(291) 420-9344,False,n/a
(342) 926-7207,False,n/a
(329) 225-3972,False,n/a
(740) 898-4047,True,Ohio
(359) 795-7956,False,n/a
(332) 381-8790,True,"New York, NY"
(446) 288-8015,False,n/a
(372) 919-3502,False,n/a
(780) 747-7338,True,Alberta
(827) 920-1209,False,n/a
(670) 313-0543,False,n/a
(480) 718-4569,True,Arizona
(850) 303-5629,True,Florida
(912) 481-0684,True,Georgia
(864) 734-4609,True,South Carolina
(461) 995-5822,False,n/a
(616) 970-1198,True,Michigan
(399) 383-1080,False,n/a
(867) 557-7869,True,Northwest Territories/Nunavut/Yukon
(780) 588-4484,True,Alberta
(673) 717-6906,False,n/a
(455) 681-1912,False,n/a
(816) 661-5531,True,Missouri
(655) 584-1519,False,n/a
(615) 324-4426,True,Tennessee
(273) 378-4745,False,n/a
(775) 662-2803,True,Nevada
(286) 616-0089,False,n/a
(538) 628-7929,False,n/a
(540) 853-4425,True,"Roanoke, VA"
(986) 807-9854,True,Idaho
(432) 613-8357,True,Texas
(462) 897-3252,False,n/a
(359) 990-9321,False,n/a
(220) 469-6879,True,Ohio
(593) 934-8392,False,n/a
(605) 201-2388,True,South Dakota
(535) 589-5154,False,n/a
(545) 537-0073,False,n/a
(594) 451-9892,False,n/a
(259) 941-5487,False,n/a
(990) 944-3386,False,n/a
(634) 948-1779,False,n/a
(469) 430-6029,True,Texas
(472) 312-7046,False,n/a
(928) 801-1715,True,Arizona
(590) 834-5459,False,n/a
(907) 724-7519,True,Alaska
(343) 258-9179,True,Ontario
(402) 495-6847,True,Nebraska
(529) 482-3740,False,n/a
(939) 531-1732,True,Puerto Rico
(959) 793-0174,True,Connecticut
(471) 520-3082,False,n/a
(640) 769-1110,True,New Jersey
(672) 810-1429,False,n/a
(307) 317-9772,True,Wyoming
(885) 348-8041,False,n/a
(207) 676-0739,True,"North Berwick, ME"
(215) 215-2632,True,Pennsylvania
(575) 932-9966,True,New Mexico
(970) 382-8912,True,"Durango, CO"
(911) 905-1153,False,n/a
(289) 908-8828,True,Ontario
(282) 727-0752,False,n/a
(260) 260-5874,True,Indiana
(587) 773-5858,True,Alberta
(597) 723-6264,False,n/a
(579) 262-9649,True,Quebec
(493) 316-0287,False,n/a
(802) 784-0756,True,Vermont
(886) 594-9080,False,n/a
(871) 306-2825,False,n/a
(491) 465-2987,False,n/a
